,X,Y,Diff,Target
30,0.40185156,0.7540754,0.68684626,0
226,0.40429384,0.7619007,0.40565884,0
360,0.42356098,0.726385,0.753227,0
1648,0.39975107,0.7642044,0.37593532,0
283,0.40781826,0.7538255,0.48288375,0
675,0.39761606,0.77598906,0.41591784,0
1197,0.3967754,0.7664853,0.65057176,1
176,0.40550837,0.74170643,0.57257557,0
1508,0.41303486,0.7453816,0.42438543,0
1204,0.40287656,0.76070654,0.37674248,0
1678,0.38921714,0.782514,0.53709483,1
1534,0.40253702,0.76599246,0.47599033,0
274,0.40147132,0.76022714,0.49079084,0
51,0.40697896,0.74902624,0.5686176,0
321,0.40972725,0.7530705,0.54809606,0
1154,0.39627966,0.768317,0.46567947,0
850,0.40531135,0.7493333,0.58457553,0
1819,0.40367943,0.76523876,0.38489482,0
1098,0.40620172,0.752453,0.38995108,0
237,0.3928212,0.77291054,0.4848239,0
304,0.40291438,0.75292873,0.7184843,0
1491,0.38960728,0.77182066,0.557271,0
533,0.40778336,0.7455739,0.5062456,0
757,0.39739993,0.77012223,0.5300184,0
1073,0.39799842,0.7646968,0.46834934,0
506,0.38603303,0.7762524,0.82616836,1
1539,0.3962051,0.7733885,0.4221293,0
1562,0.40567565,0.75558203,0.46539018,0
1745,0.38742635,0.78961295,0.44185963,0
750,0.41232222,0.739093,0.5606105,0
334,0.40436965,0.76674455,0.32167938,0
523,0.40660053,0.75688636,0.4770433,0
457,0.41449016,0.7322831,0.513409,0
368,0.39812726,0.7644429,0.47337073,0
1649,0.4054084,0.7577087,0.45499995,0
1609,0.38357165,0.7878295,0.5760203,0
1344,0.38686663,0.7931795,0.44677216,0
427,0.40430534,0.7634413,0.45966002,0
423,0.39235574,0.7726192,0.4919609,0
1210,0.3836412,0.79631937,0.43816674,0
6,0.4120792,0.74867755,0.5094001,0
1465,0.39277312,0.77153647,0.38292935,0
1092,0.40381658,0.75839,0.37302014,0
796,0.409186,0.7458836,0.42430446,0
1317,0.38349,0.7960717,0.44749153,0
1670,0.40225488,0.7611085,0.44212723,0
905,0.40600723,0.75177026,0.44878864,0
967,0.39506066,0.7729468,0.3062277,0
151,0.39620727,0.7739772,0.24995017,0
857,0.3984455,0.77311593,0.4251173,0
157,0.39537433,0.78154886,0.46522295,0
1718,0.38913378,0.78086543,0.44895372,0
95,0.39509767,0.7770156,0.44582915,0
484,0.4036415,0.76137644,0.5276003,0
1727,0.3885811,0.7852004,0.44174367,0
401,0.394783,0.77503866,0.5025313,0
341,0.39975768,0.76704854,0.42029157,0
1091,0.413113,0.74051607,0.5490238,0
330,0.39904198,0.7661607,0.5070495,0
434,0.3948203,0.7758877,0.4494035,0
1703,0.40541184,0.7530742,0.6263752,0
1115,0.3999193,0.7634059,0.53974694,0
852,0.40497905,0.75394297,0.3983646,0
802,0.38266778,0.7991602,0.48704582,0
445,0.40422297,0.7630032,0.34866115,0
1553,0.40627617,0.7584339,0.42628708,0
1241,0.40304175,0.7575541,0.3976502,0
875,0.41132256,0.74792093,0.422239,0
1457,0.39808878,0.7653705,0.49162343,0
610,0.4028999,0.76003265,0.4707263,0
728,0.40615,0.76073045,0.2916683,0
224,0.4052138,0.7585686,0.4010237,0
375,0.39566928,0.76017106,0.8187877,0
964,0.40657672,0.7578626,0.4956693,0
866,0.38070902,0.78791964,0.89671445,1
1499,0.40387756,0.7577502,0.43524477,0
189,0.3845931,0.77832365,0.79956424,1
486,0.40166485,0.76171505,0.4915631,0
511,0.40252113,0.7575089,0.33135197,0
1425,0.39707997,0.7794876,0.3937037,0
1289,0.3919227,0.7823175,0.38830614,0
1330,0.39180005,0.78856385,0.4650001,0
101,0.39876628,0.7665502,0.46193996,0
1364,0.3895012,0.782765,0.47904435,0
1151,0.40940222,0.7531852,0.42785886,0
142,0.38314217,0.8000309,0.48989344,0
1174,0.40818316,0.7535785,0.45646566,0
168,0.38977224,0.78469825,0.62014914,0
298,0.403754,0.7618353,0.5153296,0
279,0.4038463,0.7606903,0.3681006,0
473,0.39343295,0.77617216,0.4202075,0
944,0.406085,0.75504875,0.42608944,0
1783,0.39484283,0.7773319,0.42249313,0
1258,0.39634925,0.7785602,0.42086813,0
1622,0.39704737,0.7737557,0.43214598,0
939,0.39867848,0.7735983,0.37352866,0
75,0.40675706,0.7603977,0.36059365,0
970,0.39454442,0.770227,0.49580047,0
1467,0.4029541,0.7596556,0.44861558,0
137,0.3911978,0.77081937,0.47493222,0
1512,0.39405113,0.77369916,0.48940286,0
922,0.3972191,0.76752764,0.5735059,1
1291,0.41521564,0.741431,0.43971735,0
182,0.39683613,0.77322084,0.35810083,0
868,0.40185302,0.76143795,0.48222294,0
192,0.40037495,0.7603569,0.32677966,0
155,0.39024934,0.79034024,0.42979535,0
1280,0.41284466,0.7452373,0.37752733,0
1002,0.4087132,0.7510684,0.46410322,0
16,0.38757542,0.7825165,0.4172382,0
849,0.39565244,0.76731026,0.42417452,0
615,0.38996932,0.7805385,0.4334842,0
898,0.39390215,0.7776663,0.31373978,0
611,0.41117474,0.7513984,0.46688095,0
414,0.40706104,0.7557026,0.3792251,0
640,0.3982793,0.76580334,0.35046858,0
1563,0.40708104,0.7502501,0.5680125,0
492,0.388851,0.78651124,0.43460765,0
745,0.39906582,0.7686941,0.2867327,0
184,0.39686018,0.7809107,0.4602937,0
1195,0.39115176,0.78340495,0.53270316,0
1112,0.39515224,0.7742148,0.38813865,0
1782,0.40299115,0.75840974,0.44066355,0
1514,0.40464416,0.7617026,0.41223112,0
1334,0.3928665,0.78075475,0.4949902,0
1243,0.40341616,0.75966084,0.43606573,0
416,0.41162816,0.7451858,0.35202107,0
116,0.40785167,0.75516564,0.45121187,0
813,0.39665332,0.77125347,0.47737953,0
620,0.40741497,0.7559905,0.36396688,0
954,0.40817776,0.7558386,0.39922848,0
1757,0.39814562,0.7768145,0.46859622,0
1228,0.40721476,0.7603774,0.4668025,0
1127,0.39409867,0.76398045,0.87498724,0
379,0.40823206,0.759746,0.5548255,0
873,0.3876862,0.78980064,0.41389793,0
618,0.40330288,0.7657505,0.37274978,0
1392,0.39689863,0.7720853,0.42481852,0
518,0.39130527,0.77344245,0.6197125,1
1130,0.38683733,0.77583945,0.8404988,1
761,0.3865459,0.7797255,0.51492304,0
794,0.4112537,0.75361705,0.4126161,0
1410,0.4063211,0.7531038,0.47275615,0
531,0.40859368,0.7576528,0.40318978,0
1213,0.39651027,0.77034754,0.46774942,0
247,0.40994847,0.7498321,0.57749176,0
853,0.408208,0.7519104,0.3771476,0
1250,0.40789846,0.7605416,0.46412578,0
838,0.39437434,0.77589613,0.33453134,0
76,0.39807796,0.7780302,0.38580626,0
734,0.4051081,0.7558901,0.4665713,0
455,0.3847553,0.79053855,0.6474012,0
665,0.4031322,0.7592638,0.4491017,0
452,0.4054307,0.7575936,0.44665933,0
1466,0.408066,0.757249,0.46918073,0
244,0.38995942,0.77998686,0.6698309,1
1694,0.39710575,0.7699236,0.4518256,0
1232,0.40373212,0.7557257,0.49114,0
1428,0.39498433,0.77378684,0.39534217,0
1614,0.39486757,0.7754845,0.31931517,0
1515,0.41021115,0.7490401,0.3673553,0
1172,0.39723983,0.7696735,0.3541973,0
1402,0.40793067,0.75777346,0.5053291,0
1113,0.40011725,0.7543459,0.6470515,1
543,0.38732117,0.7835784,0.5589869,0
81,0.39833474,0.7670151,0.41463223,0
1580,0.40219995,0.76247054,0.43567476,0
1133,0.40081924,0.77015877,0.50089645,0
1740,0.4070401,0.74674404,0.48295698,0
200,0.409101,0.743513,0.5270126,0
1183,0.39081898,0.78407174,0.36351246,0
1422,0.4149637,0.74231225,0.6039388,0
1386,0.4139453,0.74389994,0.43758994,0
62,0.40644214,0.7564513,0.38106006,0
1217,0.39230788,0.7830865,0.6095621,1
1751,0.41532886,0.7368691,0.6080166,0
1598,0.3946324,0.7772545,0.36414382,0
1261,0.391309,0.77651423,0.7099037,1
508,0.39258346,0.7732669,0.584967,0
191,0.39858472,0.7772718,0.43293652,0
1246,0.3959406,0.7728785,0.38485327,0
812,0.4033486,0.756561,0.3663961,0
71,0.40900496,0.75506234,0.43433103,0
1215,0.40795004,0.7560909,0.43601045,0
1395,0.38237664,0.7902058,0.5053021,0
1047,0.38946208,0.7876097,0.38571846,0
1110,0.38505656,0.7945738,0.4171653,0
732,0.40211138,0.7690153,0.3458246,0
46,0.39985424,0.76385427,0.4622232,0
562,0.39400798,0.780384,0.38960725,0
1375,0.39271986,0.7828854,0.5336764,0
739,0.40799883,0.74992347,0.4777944,0
903,0.38239995,0.7898612,0.48280856,0
740,0.39899322,0.7598886,0.518922,0
1753,0.40943295,0.7530595,0.42141226,0
561,0.40025243,0.7767212,0.45805198,0
985,0.39781022,0.7769381,0.47467056,0
420,0.40585345,0.7522881,0.45829523,0
141,0.38087094,0.7918263,0.5100511,0
1629,0.41265988,0.7474999,0.59838086,0
1245,0.38723698,0.7899846,0.41044292,0
945,0.39570436,0.77155215,0.30687165,0
547,0.40414914,0.75842285,0.5113881,0
260,0.38255018,0.7923614,0.46682432,0
1036,0.3882777,0.78619695,0.4310814,0
948,0.3963734,0.7740812,0.46469426,0
1037,0.3888044,0.7886771,0.39431384,0
1481,0.39282832,0.78667,0.42507994,0
1275,0.40411618,0.75730854,0.4683419,0
632,0.420442,0.72671896,0.5055054,0
1638,0.40173894,0.77258533,0.31637642,0
500,0.38865957,0.7809963,0.55103457,1
1337,0.4075001,0.7538428,0.3604827,0
768,0.39556366,0.7715318,0.39684394,0
319,0.38843912,0.7869078,0.43689084,0
1484,0.40109238,0.76175475,0.39790443,0
647,0.41043526,0.7540505,0.39380115,0
147,0.40120226,0.75657463,0.72578096,0
821,0.38949928,0.772663,0.55361974,0
210,0.4060919,0.75325584,0.4864485,0
424,0.41010758,0.75022644,0.40033343,0
338,0.38834047,0.7865606,0.33844084,0
685,0.38253742,0.78944755,0.63232726,1
1777,0.39257425,0.758574,1.0,1
933,0.41125724,0.7489557,0.3889925,0
651,0.40499476,0.7588481,0.5001067,0
269,0.40627727,0.75246793,0.36608624,0
923,0.39855224,0.7731475,0.37837842,0
411,0.40863097,0.7533659,0.713365,1
213,0.40716577,0.7486605,0.49131885,0
1581,0.4032763,0.7536976,0.45300242,0
1185,0.40133148,0.760146,0.3479491,0
466,0.40546075,0.7658318,0.3607394,0
1177,0.40203544,0.7699332,0.30870548,0
1697,0.41154206,0.74453425,0.35729495,0
650,0.38507453,0.7933527,0.46923286,0
1765,0.39674485,0.7681543,0.5196788,0
963,0.40132117,0.7594529,0.3538418,0
146,0.3896899,0.77164,0.5557602,0
1000,0.4139967,0.7465368,0.5798127,0
1109,0.41999894,0.7284417,0.5161309,0
648,0.39565256,0.7729444,0.38369685,0
27,0.4048074,0.7614494,0.44653183,0
373,0.4038393,0.76377827,0.35408068,0
337,0.406871,0.7570788,0.37250715,0
943,0.40645128,0.7593424,0.49745047,0
1700,0.4037376,0.7625008,0.39473474,0
461,0.39611977,0.7715731,0.37273526,0
1637,0.39352328,0.7657674,0.7847868,0
678,0.41016558,0.74346244,0.5448027,0
1643,0.3988777,0.77231133,0.41053507,0
983,0.40233326,0.7627942,0.50888056,0
659,0.39123023,0.78139347,0.40402573,0
1384,0.4082552,0.75195044,0.3538208,0
1792,0.40894362,0.743496,0.5261368,0
1169,0.40465844,0.7583852,0.47884318,0
599,0.39135313,0.7910216,0.51631665,0
1335,0.40360224,0.75671256,0.48509938,0
1601,0.41048992,0.74795014,0.592498,0
1233,0.41180682,0.7470425,0.53907144,0
892,0.4073684,0.7607594,0.3982472,0
1560,0.40678626,0.75000995,0.5481583,0
760,0.40212217,0.75930727,0.42235273,0
716,0.40462053,0.7561009,0.41860697,0
1802,0.39027634,0.77956593,0.46531016,0
408,0.3969388,0.77108896,0.47248554,0
145,0.4000648,0.764523,0.49042785,0
436,0.40056026,0.7572185,0.7430502,0
1434,0.39904988,0.76797575,0.403776,0
271,0.39737347,0.7740549,0.41784185,0
1646,0.40371957,0.76761687,0.37411198,0
446,0.42387772,0.71888316,0.6176933,0
550,0.4004595,0.7657425,0.4109215,0
691,0.39122373,0.7759265,0.49746966,0
144,0.39593413,0.7756799,0.29929692,0
729,0.3861726,0.79160964,0.37944034,0
1145,0.38761696,0.7849423,0.3830727,0
808,0.40226072,0.7633937,0.43294656,0
1704,0.4080766,0.7544375,0.52340823,0
843,0.39818266,0.76783556,0.47245622,0
1383,0.40747,0.74924177,0.5269285,0
1828,0.3946332,0.7654594,0.6276745,1
1524,0.38006288,0.79066277,0.9238308,1
1810,0.4030507,0.7662918,0.33618206,0
499,0.39367175,0.78328425,0.4418045,0
1612,0.39578485,0.7706814,0.4593635,0
1265,0.40169647,0.76068944,0.44013023,0
487,0.40689543,0.7592404,0.54724914,0
519,0.40057594,0.7689155,0.51130587,0
548,0.41489938,0.73171157,0.5326802,0
227,0.41280958,0.7453184,0.6314862,0
585,0.40736622,0.75496906,0.33624512,0
248,0.39419112,0.78428066,0.4504394,0
935,0.398949,0.7765162,0.42176566,0
1117,0.4023704,0.7617025,0.31946045,0
1219,0.384717,0.7908013,0.6433282,0
364,0.40351102,0.7607829,0.5221306,0
477,0.39580557,0.7690876,0.51328725,0
281,0.37981784,0.80574423,0.53290516,0
767,0.3988087,0.7745869,0.35094586,0
1306,0.41039363,0.748706,0.32503372,0
1476,0.39853504,0.7675168,0.5163448,0
494,0.382852,0.7889471,0.49729365,0
251,0.38984767,0.78805876,0.4338329,0
1558,0.413305,0.74128324,0.40861967,0
195,0.3939185,0.77542484,0.49962324,0
165,0.38883322,0.77897644,0.44279,0
1682,0.3875152,0.78630865,0.6474284,1
102,0.4008947,0.76078784,0.28781977,0
680,0.40879992,0.75074095,0.7109454,1
1207,0.40905768,0.7565376,0.41659886,0
1769,0.40651917,0.7568364,0.4404174,0
1451,0.41302902,0.74469036,0.48991486,0
1639,0.42730364,0.7123886,0.76224315,0
570,0.4040894,0.7615532,0.35577968,0
1400,0.41037947,0.7498375,0.58473814,0
825,0.41320148,0.7486577,0.5041264,0
1391,0.41027704,0.7506342,0.35966775,0
205,0.4006915,0.76832694,0.40631536,0
127,0.40059698,0.7504863,0.60424644,0
1807,0.39568207,0.7739516,0.36719278,0
625,0.4151017,0.7363623,0.5601912,0
129,0.39179882,0.7751191,0.6226247,0
175,0.40793774,0.748019,0.5131939,0
1735,0.41530156,0.73995686,0.54898095,0
1406,0.40427503,0.75308585,0.5833045,0
1061,0.4087779,0.75348043,0.3918516,0
697,0.4025859,0.76805645,0.43067127,0
1665,0.4128595,0.7434875,0.3549681,0
859,0.40003127,0.77197486,0.43380213,0
1785,0.4028384,0.7677104,0.38346377,0
389,0.40617543,0.75671285,0.5258687,1
1797,0.39762145,0.76908034,0.45901716,0
140,0.40787888,0.7560897,0.38912964,0
557,0.38709772,0.7735511,0.7747058,1
1075,0.40963492,0.75091404,0.4112819,0
1160,0.3987774,0.76637405,0.4934826,0
660,0.4041985,0.7546723,0.5564709,1
666,0.40736625,0.75628597,0.4462827,0
756,0.4085752,0.7551461,0.41078267,0
1688,0.41049406,0.75153524,0.5292384,0
1711,0.3965713,0.76912194,0.45121527,0
918,0.41292813,0.7450407,0.41929892,0
787,0.38715765,0.7899398,0.4259114,0
1056,0.411601,0.7467538,0.34781238,0
481,0.41647783,0.7364082,0.6826783,0
120,0.4026287,0.7646624,0.42112568,0
891,0.3965887,0.77291095,0.4458909,0
1308,0.41093215,0.7448783,0.7178325,1
1615,0.39466828,0.7763077,0.3706249,0
1618,0.4089154,0.7530654,0.47252804,0
969,0.4022108,0.7583305,0.33858114,0
1066,0.41820595,0.7297313,0.5089868,0
1636,0.40105686,0.7714369,0.37544915,0
84,0.39178732,0.7846161,0.3850822,0
1492,0.39847612,0.7719926,0.6643134,1
1567,0.38594496,0.7788996,0.6231327,0
1786,0.40793207,0.7460042,0.5282405,0
1366,0.3911118,0.7840291,0.41542098,0
1690,0.40002573,0.7661961,0.44291094,0
907,0.40829036,0.7501025,0.3940645,0
772,0.4014569,0.7695002,0.37564668,0
1526,0.3997625,0.7545878,0.64815605,1
1259,0.404076,0.75671136,0.5366221,0
152,0.39267135,0.7803931,0.32096428,0
1313,0.39108622,0.78259385,0.35397792,0
1292,0.39264268,0.77457744,0.7051622,1
1531,0.40548754,0.7528904,0.44876936,0
1184,0.4028301,0.7608705,0.44452596,0
374,0.38919967,0.7859658,0.40634167,0
1158,0.4003168,0.7642196,0.38739938,0
593,0.39027122,0.7711683,0.5588081,0
1640,0.4054736,0.75254726,0.44155678,0
688,0.40513277,0.75883925,0.52467227,0
746,0.4018812,0.7599683,0.43674606,0
1340,0.38982645,0.78754413,0.38787273,0
1763,0.40860832,0.7481804,0.5930185,0
1234,0.39255428,0.7769045,0.52729785,0
1082,0.40688074,0.7549402,0.48167303,0
1220,0.41164836,0.7490593,0.45225868,0
254,0.39077547,0.77309614,0.64338964,1
1416,0.39613438,0.77150327,0.33803576,0
1575,0.39027986,0.7923043,0.49815294,0
1299,0.38963273,0.7731611,0.5392033,0
738,0.39078915,0.77681375,0.79717743,1
552,0.3970229,0.76984984,0.465513,0
174,0.39284927,0.7880026,0.5114226,0
713,0.40819356,0.74651384,0.46572098,0
232,0.38284448,0.7893887,0.5281658,0
759,0.40968722,0.75263214,0.44237638,0
1584,0.39005986,0.78730184,0.40285337,0
293,0.39655563,0.76215327,0.62867105,1
1806,0.39168864,0.77421707,0.50848,0
1298,0.41068962,0.75004035,0.4237531,0
440,0.39744043,0.7700754,0.32108587,0
1433,0.4029976,0.7564864,0.4102816,0
458,0.3882236,0.7879055,0.40787455,0
1420,0.41662592,0.7366082,0.55004376,0
1574,0.39406505,0.7632881,0.5929169,1
1548,0.39670414,0.7639353,0.63097596,1
1016,0.41300678,0.74542516,0.45114017,0
1178,0.40500176,0.75346625,0.4999432,0
1038,0.406783,0.7533545,0.45099813,0
86,0.40184957,0.76125073,0.6503317,0
1284,0.38799003,0.7882248,0.44719857,0
532,0.40041372,0.7648464,0.45588312,0
1200,0.39528787,0.7736683,0.4188403,0
1225,0.39393958,0.7749523,0.41837847,0
242,0.40617543,0.75671285,0.5258687,1
1790,0.39441627,0.77316225,0.508408,0
1570,0.38997287,0.77496105,0.659361,1
1152,0.40993237,0.7489586,0.36775115,0
1240,0.4102959,0.7518803,0.52768636,0
931,0.3935351,0.776141,0.6883561,0
1641,0.38349837,0.79557276,0.5118237,0
454,0.4064788,0.7595639,0.5683609,0
703,0.40042147,0.76913065,0.41865042,0
153,0.39323366,0.7794538,0.372015,0
257,0.39758378,0.7629321,0.5110393,0
1111,0.41136307,0.7505155,0.43712226,0
163,0.40485793,0.7646706,0.49390465,0
412,0.39892966,0.7624868,0.40626815,0
262,0.400157,0.7677142,0.3883072,0
1780,0.41428816,0.7499821,0.4294224,0
1035,0.40596876,0.75214803,0.3451725,0
1545,0.40081862,0.75748414,0.59712285,0
639,0.40199,0.76282185,0.47104266,0
199,0.38093892,0.80316716,0.47116154,0
845,0.39964,0.7671596,0.41952577,0
9,0.4107008,0.7517441,0.4564115,0
1362,0.39104512,0.78425765,0.2983681,0
343,0.39172444,0.7601037,0.98159826,1
914,0.3844429,0.7959717,0.4895305,0
517,0.41338122,0.74266714,0.36754784,0
1187,0.40149102,0.7646103,0.3376552,0
1722,0.40279233,0.7607768,0.36622402,0
876,0.41087568,0.74572754,0.3833829,0
359,0.40920207,0.7536095,0.39203033,0
1557,0.39881662,0.76786983,0.37511387,0
526,0.42186302,0.7289683,0.7012046,0
501,0.4051946,0.7621754,0.4956701,0
1592,0.39277348,0.78611314,0.4719773,0
365,0.4014975,0.7612748,0.5425239,0
1497,0.40335944,0.76216424,0.38585028,0
1429,0.40841416,0.7536611,0.39635235,0
154,0.39790568,0.77295697,0.58450717,0
128,0.39640364,0.7778362,0.3945102,0
277,0.38555124,0.794277,0.4840479,0
1635,0.3882791,0.7740656,0.7129279,1
1742,0.40379357,0.7660453,0.38347298,0
201,0.4022097,0.76223195,0.38818702,0
869,0.40167755,0.77385026,0.42953405,0
1533,0.37848362,0.7955961,0.6237917,0
109,0.40715587,0.7539479,0.45218322,0
522,0.3980056,0.76254314,0.47749466,0
450,0.38958722,0.7851795,0.34565493,0
889,0.40538016,0.7579405,0.63428104,1
1107,0.4099328,0.74795216,0.3550564,0
25,0.39224118,0.7777682,0.34911692,0
1663,0.39492327,0.7678949,0.6513027,1
700,0.3816593,0.7967731,0.64508826,0
754,0.41395143,0.7415276,0.46664032,0
1199,0.38741338,0.78877026,0.3180872,0
1274,0.39510497,0.7735957,0.45352137,0
1218,0.42497808,0.72699106,0.64972454,0
1470,0.40592164,0.75072134,0.5589137,0
1461,0.3887637,0.78109694,0.540835,1
1505,0.39980012,0.76593924,0.3516195,0
432,0.39633545,0.7695561,0.5270242,1
470,0.40225995,0.7612189,0.7043529,0
1168,0.41076586,0.7492255,0.4466354,0
218,0.41538364,0.74242604,0.61156976,0
1642,0.39245912,0.7859352,0.41686583,0
809,0.41228625,0.7526972,0.5384574,0
1102,0.40332213,0.7575947,0.40249568,0
7,0.39656645,0.77063906,0.24568377,0
534,0.38896963,0.7884282,0.42037782,0
1132,0.39575776,0.7681696,0.4523316,0
328,0.41488057,0.74633735,0.52314967,0
1297,0.4082719,0.7564763,0.38453206,0
1552,0.39644656,0.7724288,0.39448965,0
1379,0.3993403,0.7695732,0.42182255,0
1677,0.39078096,0.78212285,0.39840573,0
1271,0.39411584,0.78348756,0.46198332,0
667,0.40287188,0.7608575,0.49802807,0
58,0.41010454,0.74072456,0.43119907,0
1490,0.40394616,0.76500535,0.47768807,0
322,0.40372983,0.75429606,0.5806245,1
138,0.40389156,0.75929487,0.46061414,0
817,0.40956303,0.7580756,0.63468295,1
1104,0.39744496,0.76501244,0.38685808,0
1728,0.4066316,0.75892717,0.36639738,0
1208,0.3906569,0.769238,0.737233,1
1767,0.3968299,0.76600486,0.4975218,0
392,0.4026843,0.7573775,0.3553827,0
206,0.38224256,0.7857196,0.8360103,1
394,0.38960612,0.7724614,0.54687285,0
295,0.4102272,0.75552446,0.4215036,0
824,0.39819846,0.7756734,0.40662086,0
1566,0.4091711,0.7463134,0.5339557,0
775,0.39708248,0.77034074,0.29970837,0
1296,0.40159705,0.76087576,0.38588318,0
495,0.38656354,0.7935753,0.44860688,0
1702,0.4147266,0.7406475,0.47843313,0
489,0.40321076,0.7574141,0.36979944,0
117,0.40706405,0.7556749,0.43156403,0
255,0.4034001,0.75730485,0.67928207,1
1380,0.3827157,0.7960865,0.57510304,0
870,0.40652755,0.753623,0.35713708,0
171,0.39719722,0.77058136,0.5222368,0
949,0.39537373,0.77549595,0.5378421,0
354,0.38318622,0.7890507,0.58562666,0
1170,0.40992537,0.752641,0.43532956,0
982,0.3822797,0.79817027,0.5200042,0
194,0.4026569,0.75987655,0.44764754,0
893,0.40283298,0.7557701,0.43743995,0
1632,0.40978032,0.7359399,0.626788,0
110,0.40810224,0.756323,0.35844347,0
300,0.41104636,0.7474919,0.458626,0
123,0.3897222,0.7759974,0.52417886,0
1040,0.41708234,0.7362491,0.46823424,0
1088,0.39813775,0.7714497,0.69184387,1
878,0.41073257,0.7493981,0.3487676,0
1311,0.4121177,0.7466234,0.40495172,0
567,0.3912273,0.7733415,0.68255204,1
701,0.39713183,0.77167606,0.31411937,0
741,0.38881105,0.7859104,0.3887095,0
581,0.38526735,0.7932866,0.45942342,0
1320,0.41109672,0.7388207,0.4184668,0
670,0.38881627,0.7748694,0.55213994,0
608,0.4144511,0.74414456,0.57100743,0
1730,0.39408836,0.7686381,0.55865157,1
765,0.4053206,0.75619036,0.50923187,0
915,0.39735013,0.77023983,0.52000016,0
1412,0.39680737,0.77366084,0.372059,0
53,0.41179693,0.74756706,0.40786973,0
1159,0.39842504,0.7692081,0.39196616,0
