,X,Y,Diff,Target
3889,0.89569736,0.91717064,0.34331682,0.0
46456,0.8805816,0.9044378,0.24897577,0.0
11741,0.8931716,0.91499394,0.2553253,0.0
22868,0.8884499,0.9111296,0.20457852,0.0
16149,0.8918956,0.9140273,0.22676708,0.0
31881,0.88559824,0.9087194,0.18717226,0.0
28270,0.88836193,0.9109992,0.23810866,0.0
20452,0.8897742,0.912223,0.20232433,0.0
12961,0.8925921,0.91459525,0.18072234,0.0
9500,0.89357245,0.9153786,0.27867752,0.0
39233,0.88401824,0.90738016,0.22891079,0.0
18272,0.893176,0.9148355,0.51791316,0.0
9211,0.8931093,0.9150377,0.2404034,0.0
3735,0.8960083,0.9175047,0.33015528,0.0
34582,0.88452977,0.9078075,0.20812367,0.0
12811,0.8918811,0.91402483,0.2450874,0.0
9190,0.8931734,0.915086,0.24215136,0.0
36709,0.8840214,0.9073778,0.22018708,0.0
32934,0.8860453,0.9090298,0.21169752,0.0
40592,0.8822519,0.90588546,0.273255,0.0
9940,0.8936603,0.91551715,0.24488556,0.0
11271,0.8928714,0.914841,0.19464374,0.0
34650,0.8875715,0.91033405,0.245638,0.0
10553,0.89292103,0.9148736,0.24442624,0.0
1025,0.89765257,0.91881126,0.32381657,1.0
20054,0.8903947,0.9127482,0.22038797,0.0
35904,0.88434094,0.9076538,0.20856977,0.0
27719,0.8876498,0.91039807,0.17591923,0.0
25374,0.8889206,0.91145146,0.15760465,0.0
37982,0.88341403,0.9068301,0.24221185,0.0
26128,0.8888332,0.9113639,0.1846349,0.0
11311,0.893295,0.9152006,0.25262478,0.0
36931,0.88369375,0.9070609,0.2384297,0.0
37087,0.88354886,0.9069561,0.23553169,0.0
43049,0.882519,0.90610236,0.23409094,0.0
2401,0.89571285,0.91720605,0.26951313,0.0
24849,0.8887343,0.91136557,0.22977425,0.0
15061,0.891173,0.9133372,0.27778396,0.0
29448,0.8877343,0.9104951,0.1745323,0.0
16716,0.89048684,0.9128445,0.20490131,0.0
19825,0.89022624,0.91262984,0.18769935,0.0
39248,0.8847887,0.9079859,0.22016442,0.0
32338,0.8887199,0.9113248,0.2792379,0.0
4095,0.8976885,0.91888636,0.39038405,0.0
45470,0.8811187,0.9048972,0.23327042,0.0
36971,0.88533485,0.9084694,0.2853062,0.0
30881,0.8856051,0.90873164,0.2302287,0.0
21097,0.88936555,0.9118931,0.17801325,0.0
40359,0.8843161,0.9076249,0.27490607,0.0
41218,0.88240296,0.9059913,0.22361417,0.0
23627,0.8894451,0.9119568,0.18009177,0.0
34967,0.8860783,0.90913296,0.3054513,0.0
25272,0.8880374,0.91075665,0.156922,0.0
28197,0.8893989,0.91187143,0.27308458,0.0
32608,0.8852589,0.9084221,0.18449424,0.0
11920,0.8929489,0.91487044,0.2620588,0.0
13932,0.89174217,0.9139051,0.23453309,0.0
29089,0.88663304,0.909586,0.18553226,0.0
6123,0.8940298,0.9157878,0.27866024,0.0
31945,0.88547665,0.90860415,0.188488,0.0
37656,0.8819575,0.9055377,0.3817696,0.0
43392,0.88320905,0.90666837,0.23331043,0.0
30071,0.89175856,0.91383344,0.32371536,0.0
41939,0.8822235,0.9058424,0.24317642,0.0
12648,0.891978,0.9140952,0.21458839,0.0
26286,0.8901054,0.9124994,0.23714097,0.0
22386,0.8888737,0.91148055,0.1778751,0.0
47649,0.8800457,0.90401477,0.2707064,0.0
7894,0.89611435,0.91751117,0.5524121,0.0
47881,0.8808232,0.904605,0.27505255,0.0
39784,0.8829622,0.90647286,0.25431716,0.0
19313,0.89198637,0.9140509,0.3580815,0.0
44341,0.88133866,0.90511453,0.28209764,0.0
15103,0.89118683,0.9133626,0.24662623,0.0
36833,0.8835402,0.90696996,0.24534442,0.0
15809,0.8909045,0.91317767,0.21591802,0.0
19905,0.8895567,0.9120621,0.19800834,0.0
4141,0.89609176,0.91754174,0.27794838,0.0
11798,0.8935405,0.91525954,0.28491375,0.0
47524,0.8808088,0.9046289,0.38205516,0.0
44474,0.8814865,0.9052072,0.25366217,0.0
14237,0.8927164,0.9146948,0.3551804,0.0
28011,0.8871809,0.9099482,0.24743156,0.0
28005,0.8878039,0.9104604,0.29911673,0.0
4968,0.8960853,0.91753703,0.34942952,0.0
24772,0.88860774,0.911245,0.1828637,0.0
12124,0.8934557,0.9152869,0.29669055,0.0
32269,0.89186203,0.9139395,0.39045748,0.0
30663,0.8863605,0.90930825,0.17894793,0.0
17744,0.8903438,0.91272527,0.20853087,0.0
28870,0.88681513,0.90973943,0.16164896,0.0
23220,0.8887767,0.91136765,0.21193361,0.0
39013,0.88398737,0.9073361,0.22783968,0.0
41101,0.8809272,0.9046678,0.339889,0.0
39662,0.8827759,0.90627104,0.24208453,0.0
22420,0.88899,0.911582,0.1717525,0.0
18618,0.8911617,0.91336894,0.1865097,0.0
38737,0.8881128,0.9107916,0.25227866,0.0
1458,0.8965671,0.9179301,0.3235266,1.0
31950,0.88553554,0.90865296,0.18675645,0.0
16010,0.8909905,0.9132728,0.2371751,0.0
4617,0.8931352,0.91494155,0.52491236,0.0
44582,0.88133556,0.9050825,0.25329193,0.0
48188,0.87980396,0.90379614,0.28895143,0.0
13765,0.89217824,0.9142616,0.22001106,0.0
38011,0.8832405,0.90668607,0.23848419,0.0
26081,0.8873547,0.91018313,0.1351778,0.0
42750,0.88198495,0.90558416,0.2695803,0.0
14525,0.8923694,0.9143448,0.5226212,0.0
43349,0.88169914,0.9053989,0.25926697,0.0
32644,0.8865936,0.909551,0.14997083,0.0
9910,0.8931233,0.91505784,0.24230708,0.0
6491,0.8937177,0.915521,0.28546008,0.0
34784,0.88602495,0.9090709,0.21882606,0.0
22784,0.88845986,0.9111404,0.20409587,0.0
16083,0.89105165,0.91332424,0.23576938,0.0
19790,0.89000136,0.91244084,0.1905119,0.0
19088,0.8905122,0.91283506,0.22118516,0.0
37961,0.88327545,0.906706,0.26811972,0.0
41137,0.88272214,0.90627456,0.27723688,0.0
9302,0.89304256,0.9149795,0.2518662,0.0
25285,0.88786876,0.91062695,0.16309685,0.0
20580,0.89099705,0.9132031,0.29299638,0.0
25520,0.9014038,0.9218688,0.43673098,0.0
28578,0.88856065,0.91109544,0.36520484,0.0
34130,0.88446116,0.9076496,0.2484541,0.0
41504,0.8839557,0.90731734,0.32851237,0.0
1971,0.89556146,0.917112,0.3112324,0.0
47798,0.8804492,0.9043393,0.27814436,0.0
43488,0.8827703,0.9062125,0.366896,0.0
12629,0.89194185,0.91406435,0.2068996,0.0
8028,0.893479,0.91530883,0.280201,0.0
27366,0.8868968,0.909797,0.16434747,0.0
24181,0.8881209,0.9108509,0.18228212,0.0
28535,0.887747,0.9105034,0.20709476,0.0
33939,0.8874703,0.9102343,0.27791664,0.0
38088,0.8830941,0.9065777,0.24352656,0.0
14002,0.891715,0.9138795,0.24071853,0.0
239,0.89578515,0.9171746,0.36509573,1.0
24738,0.8883004,0.9109078,0.26599517,0.0
49041,0.8907285,0.9129376,0.7053405,0.0
14685,0.8911189,0.913362,0.21809806,0.0
16120,0.8917871,0.9139392,0.2288333,0.0
1831,0.89630854,0.9177124,0.31041905,0.0
3195,0.8964894,0.9178574,0.2186147,0.0
6159,0.89407635,0.915858,0.26787388,0.0
19831,0.89028037,0.912678,0.19050698,0.0
8872,0.89359266,0.9154111,0.25795344,0.0
24860,0.88886863,0.9114778,0.22041258,0.0
5240,0.89438105,0.91612613,0.30543405,0.0
41050,0.8827982,0.90634304,0.3711493,0.0
30472,0.886321,0.9092966,0.18812333,0.0
40800,0.88219917,0.9058475,0.28147942,0.0
794,0.896111,0.9175583,0.27302575,1.0
11909,0.89214677,0.9142317,0.24485694,0.0
37842,0.88894826,0.91152483,0.47706532,0.0
19715,0.89152896,0.91362554,0.36473447,0.0
38006,0.8832663,0.90670717,0.2388142,0.0
28462,0.8902149,0.9125576,0.41005224,0.0
43396,0.8818376,0.90553653,0.2660712,0.0
47463,0.88112235,0.904881,0.43544903,0.0
37456,0.88325256,0.9066535,0.25580224,0.0
47325,0.88178235,0.90549004,0.35209087,0.0
24242,0.8878971,0.9106396,0.16273703,0.0
16997,0.8907678,0.9130818,0.23189183,0.0
7449,0.8935917,0.9154273,0.26233846,0.0
36665,0.8841943,0.90750676,0.18307611,0.0
23261,0.888728,0.9113275,0.18690145,0.0
14043,0.8949864,0.9165136,0.46033946,0.0
11635,0.8941003,0.91585547,0.36860412,0.0
4124,0.89578736,0.91728127,0.32530758,0.0
8136,0.8935444,0.9153778,0.2713626,0.0
27187,0.88721704,0.91006976,0.14294279,0.0
17942,0.8903139,0.9126516,0.18676205,0.0
823,0.89606917,0.9175218,0.2584805,1.0
3387,0.8960727,0.91750574,0.22032389,0.0
35220,0.8843518,0.9076452,0.18430677,0.0
11740,0.8929973,0.91485816,0.22752655,0.0
26124,0.8896002,0.91198504,0.21430798,0.0
27559,0.8877888,0.91056436,0.17273736,0.0
26961,0.88910645,0.9116636,0.43483937,0.0
12565,0.89289707,0.91482925,0.21709412,0.0
17170,0.8907571,0.91306317,0.18667527,0.0
16961,0.89069116,0.91301966,0.23381712,0.0
11631,0.894086,0.9158492,0.37035772,0.0
16660,0.8906052,0.9129321,0.20205377,0.0
41832,0.88433486,0.90766114,0.398039,0.0
43928,0.88318354,0.90661526,0.28471747,0.0
20967,0.8891208,0.91169935,0.2035484,0.0
4041,0.8993047,0.92024064,0.5340791,0.0
37476,0.8838219,0.9071451,0.31565884,0.0
47565,0.87982446,0.9038185,0.2791104,0.0
21930,0.889384,0.91188025,0.13255492,0.0
41002,0.8848926,0.9080872,0.47256905,0.0
25407,0.88888246,0.91140085,0.16798115,0.0
29060,0.88871056,0.9113339,0.15484972,0.0
1264,0.8959654,0.9174369,0.2878309,1.0
46309,0.88274693,0.9062309,0.35934296,0.0
11140,0.89335245,0.91520673,0.37929854,0.0
36414,0.8837432,0.90715545,0.25199318,0.0
5939,0.89516115,0.9167268,0.24710125,0.0
33129,0.89068776,0.91268593,0.62216187,0.0
37603,0.88334656,0.9067863,0.2348143,0.0
9645,0.893786,0.9155993,0.3881746,0.0
22981,0.8892034,0.9117277,0.1655556,0.0
14879,0.89261544,0.9146003,0.26999024,0.0
45119,0.881786,0.90545803,0.25321546,0.0
19736,0.89187944,0.9139408,0.41050658,0.0
14663,0.89188004,0.91394466,0.3777902,0.0
16308,0.89068323,0.91301787,0.24854192,0.0
46708,0.8813391,0.90503955,0.2712248,0.0
40549,0.8822735,0.9059108,0.28266147,0.0
24394,0.8879369,0.9106844,0.15234949,0.0
27594,0.88717717,0.91005635,0.18018986,0.0
28026,0.88670677,0.9095366,0.23584118,0.0
7109,0.90003306,0.92078125,0.80065316,0.0
17300,0.89040357,0.9127801,0.22577518,0.0
12694,0.8932214,0.9151404,0.21185656,0.0
38090,0.8830455,0.90650254,0.2560916,0.0
27528,0.8875441,0.91035545,0.16125607,0.0
16927,0.8914884,0.913677,0.23683953,0.0
46970,0.88175285,0.90537226,0.368062,0.0
41890,0.8856234,0.90854406,0.45163822,0.0
47891,0.8807938,0.9045822,0.27454358,0.0
12726,0.89395344,0.9157452,0.24703176,0.0
12156,0.89227194,0.9143473,0.25380737,0.0
40695,0.88220364,0.90584934,0.28215855,0.0
1067,0.89613223,0.9175975,0.2957556,1.0
16034,0.891253,0.9134918,0.2404066,0.0
33202,0.8884243,0.91104656,0.39613342,0.0
20403,0.8892528,0.9117907,0.16739006,0.0
46987,0.8811003,0.904834,0.29826716,0.0
32255,0.88626564,0.90925986,0.14822939,0.0
5308,0.8947089,0.9163789,0.27593434,0.0
21064,0.8893865,0.9119094,0.17720369,0.0
6412,0.8941421,0.9158844,0.25722665,0.0
1339,0.896599,0.9179439,0.3646935,1.0
49521,0.8791237,0.90323687,0.3337807,0.0
18426,0.89267516,0.914588,0.34122255,0.0
27054,0.8894404,0.9119281,0.32026675,0.0
49575,0.879897,0.90386134,0.2940413,0.0
44614,0.8812898,0.90504295,0.25410083,0.0
14560,0.892517,0.9144637,0.54844135,0.0
28879,0.8864838,0.9094623,0.17172018,0.0
43135,0.8813806,0.905091,0.27025768,0.0
24912,0.8885671,0.9112337,0.1642155,0.0
43793,0.88134015,0.9051171,0.29294854,0.0
42463,0.8818064,0.9054819,0.23857464,0.0
10946,0.8941416,0.91587657,0.35671213,0.0
14141,0.8943246,0.91610056,0.48169413,0.0
42682,0.88552636,0.9086626,0.47215256,0.0
30850,0.88560665,0.9087286,0.22479571,0.0
27977,0.887925,0.9105585,0.30944076,0.0
8184,0.8933162,0.91523224,0.28341678,0.0
6340,0.8938824,0.9157,0.2932537,0.0
37843,0.8895904,0.9120717,0.48834327,0.0
41086,0.8828544,0.90639627,0.43899968,0.0
3656,0.89617574,0.9176465,0.35209206,0.0
23958,0.8888316,0.91145253,0.21573158,0.0
4707,0.8933477,0.91512436,0.51120996,0.0
6900,0.8938126,0.91564524,0.28651288,0.0
9728,0.89304733,0.91496503,0.26026922,0.0
34000,0.8847092,0.907973,0.2424633,0.0
19676,0.89146245,0.9135765,0.35406837,0.0
11896,0.8921715,0.914251,0.24000752,0.0
42137,0.8817039,0.90542454,0.2880208,0.0
32876,0.88610923,0.9090842,0.21693054,0.0
19405,0.8903377,0.9126651,0.16534877,0.0
6247,0.8946679,0.9163484,0.27438384,0.0
29689,0.8863315,0.9093354,0.1743318,0.0
49750,0.8799086,0.903894,0.3088434,0.0
1485,0.89602745,0.91742665,0.37155893,1.0
34679,0.8883136,0.91097575,0.2890035,0.0
35549,0.8840451,0.9073609,0.23077403,0.0
46613,0.88072824,0.9045938,0.26095843,0.0
8014,0.8934533,0.9152823,0.27000046,0.0
30311,0.8858816,0.90894777,0.20167261,0.0
6024,0.89562947,0.91711473,0.2201164,0.0
44022,0.88237256,0.9059207,0.3643887,0.0
36258,0.8839409,0.90730834,0.21116826,0.0
1837,0.8959955,0.9174751,0.3013461,0.0
25843,0.8876102,0.91040486,0.13706793,0.0
39305,0.88415956,0.9074256,0.36992654,0.0
48327,0.8798726,0.90384734,0.26631996,0.0
43007,0.88139296,0.90516466,0.29884312,0.0
41721,0.8819152,0.9055875,0.25622088,0.0
47319,0.88183945,0.9055252,0.35726878,0.0
37305,0.8869875,0.9098611,0.38029754,0.0
24051,0.88801855,0.91076684,0.19915292,0.0
24253,0.88789,0.9106477,0.17796348,0.0
23314,0.88877237,0.91136676,0.20592634,0.0
44748,0.88133967,0.90509325,0.22646111,0.0
42376,0.8817169,0.9054062,0.23205544,0.0
38100,0.88306475,0.90654707,0.2501884,0.0
46769,0.88163674,0.9052862,0.35218236,0.0
49513,0.87928903,0.90337294,0.3195697,0.0
25029,0.8883232,0.9110317,0.15806045,0.0
6323,0.8939182,0.9157222,0.27902633,0.0
45981,0.8808986,0.9047103,0.2178767,0.0
11655,0.89411336,0.9158671,0.35853195,0.0
29492,0.8876216,0.9104155,0.16732901,0.0
12577,0.8924238,0.91444516,0.22602125,0.0
14997,0.8937602,0.9155773,0.35100925,0.0
37527,0.8833669,0.90681714,0.23055562,0.0
11515,0.8922205,0.9143126,0.27629995,0.0
23300,0.8886337,0.91123086,0.20148964,0.0
9540,0.8932517,0.9150822,0.29510838,0.0
13791,0.89212847,0.91421676,0.20825508,0.0
8713,0.8930714,0.9149754,0.27449867,0.0
14222,0.89470524,0.9164161,0.47162494,0.0
9020,0.8929888,0.91494006,0.26806843,0.0
4106,0.89759505,0.9188059,0.38280174,0.0
34757,0.8862856,0.9092922,0.22709224,0.0
45449,0.8818747,0.9055552,0.25024235,0.0
12763,0.89179194,0.9139497,0.2640906,0.0
22995,0.88929147,0.911811,0.15929213,0.0
13801,0.8916366,0.9138171,0.22352402,0.0
37192,0.8843623,0.90763015,0.22570817,0.0
40617,0.8822697,0.9059036,0.27491322,0.0
28808,0.88630927,0.90932816,0.22037125,0.0
22116,0.8890961,0.9116202,0.17706957,0.0
36917,0.883527,0.9069725,0.2607603,0.0
23320,0.88885826,0.91145223,0.15991384,0.0
45598,0.88079333,0.9046323,0.2297827,0.0
42094,0.8824824,0.9060694,0.25816005,0.0
29634,0.88638157,0.9093791,0.18159182,0.0
31883,0.8855344,0.9086487,0.19598672,0.0
7696,0.8961213,0.91750664,0.39027742,0.0
22202,0.88918954,0.91172755,0.1404382,0.0
31657,0.8862889,0.909272,0.20024717,0.0
26192,0.8889624,0.91146153,0.179745,0.0
34067,0.8844632,0.90766186,0.23683195,0.0
37838,0.88877416,0.9113644,0.4641979,0.0
37518,0.8833042,0.906728,0.20626524,0.0
825,0.897138,0.9184188,0.3786605,1.0
45962,0.88111764,0.90488726,0.23199835,0.0
11646,0.8941217,0.9158717,0.36619154,0.0
44759,0.8811688,0.904941,0.24935813,0.0
40928,0.8845051,0.9077742,0.47444314,0.0
44868,0.8811451,0.90487516,0.3720516,0.0
23408,0.88822776,0.9109052,0.17483573,0.0
39357,0.88391,0.90719646,0.38924494,0.0
18041,0.8926279,0.91463035,0.37184298,0.0
20534,0.8898297,0.9122714,0.19695772,0.0
6163,0.8941557,0.9159361,0.2814522,0.0
17555,0.8901473,0.912567,0.24172044,0.0
11173,0.8936271,0.91549736,0.23927416,0.0
26578,0.8871765,0.9100572,0.19378409,0.0
34730,0.8861807,0.9092035,0.23001444,0.0
18076,0.89080864,0.91311616,0.21295588,0.0
22050,0.8895393,0.91201884,0.21972679,0.0
16208,0.8911387,0.91339713,0.24071221,0.0
38451,0.88292277,0.9064022,0.25740537,0.0
4471,0.89455086,0.91627157,0.31415355,0.0
30354,0.88586855,0.9089251,0.19848256,0.0
33327,0.8848517,0.9080881,0.22916658,0.0
3093,0.89599574,0.9174633,0.3637411,0.0
15592,0.89139587,0.91354185,0.24283464,0.0
37435,0.8838534,0.9071592,0.36108214,0.0
43929,0.8831769,0.906606,0.2745617,0.0
5580,0.89604163,0.9173736,0.31419095,0.0
37481,0.8842812,0.9075108,0.2833425,0.0
12276,0.892419,0.91448694,0.23593383,0.0
47331,0.88187236,0.9055512,0.3560751,0.0
43489,0.88293535,0.9063437,0.44814914,0.0
41771,0.8818336,0.90552396,0.2722747,0.0
14321,0.8912282,0.9134537,0.23372515,0.0
29020,0.8887571,0.91138947,0.20696695,0.0
3518,0.8949209,0.91656595,0.2901283,0.0
2491,0.8955867,0.9171082,0.27313903,0.0
19235,0.8920828,0.9141366,0.37305617,0.0
3367,0.89598066,0.9174074,0.24147303,0.0
4977,0.8955616,0.91709286,0.3019894,0.0
34586,0.8845571,0.9078294,0.20180266,0.0
8549,0.8933466,0.9152523,0.26318073,0.0
27330,0.88798183,0.91074437,0.17631888,0.0
23513,0.8918686,0.9139913,0.35142925,0.0
10423,0.8935986,0.91545707,0.27576244,0.0
11815,0.89225864,0.91433257,0.24415696,0.0
25539,0.88929635,0.9117234,0.41045532,0.0
9619,0.8932263,0.91511756,0.27167317,0.0
32312,0.8903435,0.9126665,0.43597138,0.0
6088,0.8940334,0.9157938,0.27805275,0.0
6968,0.89441127,0.91610223,0.35556304,0.0
13211,0.89175224,0.91389865,0.2194471,0.0
14495,0.8928301,0.9147421,0.5675031,0.0
47899,0.88035107,0.9042415,0.25914714,0.0
36942,0.88494784,0.90812004,0.24249178,0.0
45292,0.8818817,0.905548,0.31033444,0.0
31295,0.88730145,0.91008705,0.23309119,0.0
46944,0.8818042,0.9054173,0.3650758,0.0
23729,0.88807064,0.9108081,0.19653371,0.0
29719,0.88638324,0.90937865,0.18371978,0.0
1172,0.89638,0.9178048,0.32485792,1.0
12345,0.8924006,0.9144662,0.22669052,0.0
9913,0.8931061,0.91504276,0.24166664,0.0
3298,0.896576,0.9179473,0.23224424,0.0
878,0.8959263,0.91737396,0.39481494,1.0
43068,0.8821684,0.9057913,0.22288035,0.0
33399,0.8870732,0.9099719,0.24192035,0.0
48155,0.8801335,0.90406555,0.27946952,0.0
17563,0.89016145,0.91256654,0.21547124,0.0
33688,0.8847857,0.90803146,0.22268331,0.0
9085,0.89331293,0.9152335,0.27323818,0.0
17230,0.8903109,0.9127014,0.22133136,0.0
38134,0.8830724,0.90654165,0.24781728,0.0
12152,0.8923926,0.91445005,0.2557421,0.0
4522,0.89484745,0.9165212,0.28597283,0.0
11693,0.8940268,0.9158045,0.34720013,0.0
9544,0.8932484,0.9150781,0.29633304,0.0
30750,0.8864091,0.90938693,0.17796841,0.0
12491,0.89199126,0.91411483,0.2578077,0.0
27920,0.88959444,0.91207546,0.34443015,0.0
17152,0.89150983,0.9137083,0.19947287,0.0
25243,0.8877923,0.9105637,0.17817797,0.0
